NO,課程碼,主開課程碼,開課單位,科目名稱,學分,選別,期次,授課教師/專長,授課語言,週別,星期,節次,教室,週別,星期,節次,教室,週別,星期,節次,教室,是否開放大四生上修,備註,可選課年級／分發優先順序,課程人數／屬性資料,通識領域／學群,是否開放選課條,大綱
943,DNTI800443A,,資訊科技,數位攝影與影像處理 Digital Photography and image processing,2.00,通,學期,陳舜仁 專長： 美日關係（美日同盟）、美國東亞政策、東北亞國際關係、電腦教育,中文,全,一(Mon),D5-D6,ES601,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 65 外系： 65 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 資訊科技,否,
944,DNTI800443B,,資訊科技,數位攝影與影像處理 Digital Photography and image processing,2.00,通,學期,陳舜仁 專長： 美日關係（美日同盟）、美國東亞政策、東北亞國際關係、電腦教育,中文,全,一(Mon),D7-D8,ES601,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 65 外系： 65 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 資訊科技,否,
945,DNTI800548,,資訊科技,電腦與課程學習 Computer Learning 網,2.00,通,學期,楊志田 專長： 數值分析、電腦應用軟體,中文,全,四(Thu),D7-D8,SF338,,,,,,,,,否,僅1、8、16三周需至電腦教室實體上課；請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 65 外系： 65 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 資訊科技,否,
946,DNTI804844A,,資訊科技,電腦應用 Applied Computer Technology 程,2.00,通,學期,劉富容 專長： 數據分析資料視覺、電商與網路行銷、數位影像、遠距教學實務研究,中文,全,一(Mon),D7-D8,SF337,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 65 外系： 65 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 資訊科技,否,
947,DNTI804844B,,資訊科技,電腦應用 Applied Computer Technology 網,2.00,通,學期,楊志田 專長： 數值分析、電腦應用軟體,中文,全,四(Thu),D5-D6,SF338,,,,,,,,,否,僅1、8、16三周需至電腦教室實體上課；請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 65 外系： 65 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 資訊科技,否,
948,DNTI805341A,,資訊科技,電機電子概論 Introduction to Electrical Engineering,2.00,通,學期,鄞永昌 專長： 類比電路設計為主要研究方向、亦含奈米與通訊之跨領域整合研究,中文,全,一(Mon),D3-D4,ES107,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 不代入 拒退年級： 不設定,領域： 自然科技 學群： 資訊科技,否,
949,DNTI805341B,,資訊科技,電機電子概論 Introduction to Electrical Engineering,2.00,通,學期,鄞永昌 專長： 類比電路設計為主要研究方向、亦含奈米與通訊之跨領域整合研究,中文,全,三(Wed),D3-D4,ES306,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 資訊科技,否,
950,DNTI822579,,資訊科技,網路雲端實務應用 Internet Cloud Applications,2.00,通,學期,潘東名 專長： 網路管理、網頁開發技術、資訊安全、雲計算、人工智慧與電腦視覺,中文,全,二(Tue),D5-D6,ES301,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 55 外系： 55 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 資訊科技,否,
951,DNTI830331,,資訊科技,Python程式設計 Python Program Design 程,2.00,通,學期,劉鴻裕 專長： 通訊信號處理、檢測與估計理論、同步、正交分頻多工、無線通訊,中文,全,二(Tue),D7-D8,LE402,,,,,,,,,否,同遠距課程：Python程式設計-網，已修過者，請勿重複修讀本課程。請確定貴系是否排除此課程學群。,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 52 外系： 52 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 資訊科技,否,
952,DNTI831279A,,資訊科技,試算表與程式設計 Electronic Spreadsheet and Programming 程,2.00,通,學期,楊志田 專長： 數值分析、電腦應用軟體,中文,全,五(Fri),D5-D6,SF338,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 65 外系： 65 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 資訊科技,否,
953,DNTI833865,,資訊科技,大數據及人工智慧概論 Introduction to big data and Artificial intelligence,2.00,通,學期,謝邦昌 專長： 抽樣調查、生物統計、預測模式、資料採礦,中文,全,四(Thu),D3-D4,ES401,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 85 外系： 85 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 資訊科技,是,
954,DNTI835207,,資訊科技,智慧物聯網概論 Introduction to AIoT 網,2.00,通,學期,梅興 專長： 新興Web技術、無線行動軟體、社交網路、3D虛擬世界,中文,全,五(Fri),D3-D4,ES317,,,,,,,,,否,非同步遠距課程。請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 150 外系： 150 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 資訊科技,否,
955,DNTI836101,,資訊科技,新世代雲端服務與智慧物聯網 Next generation cloud computing and AIoT,2.00,通,學期,潘東名 專長： 網路管理、網頁開發技術、資訊安全、雲計算、人工智慧與電腦視覺,中文,全,二(Tue),D3-D4,SF338,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 65 外系： 65 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 資訊科技,否,
956,DNTN800026,,自然類,自然科學概論 Introduction to Natural Science,2.00,通,學期,管克新 專長： 有機金屬化學,中文,全,五(Fri),D3-D4,ES306,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 自然類,是,
957,DNTN800381,,自然類,動物行為概論 Introduction to Ethology,2.00,通,學期,陳錫智 專長： 生理學、神經生理學、動物行為學、生理心理學、德語,中文,全,三(Wed),D3-D4,ES307,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 自然類,是,
958,DNTN800958A,,自然類,生物科技與生活 Biotechnology and life,2.00,通,學期,周秀慧 專長： 免疫生物學,中文,全,五(Fri),D5-D6,ES105,,,,,,,,,否,由周秀慧、賴金美、蘇睿智三位老師合授/原科目名稱:生物技術概論，已修過者，請勿重複修讀本課程,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 自然類,是,
959,DNTN800962,,自然類,腦科學與生活 Brain Science and life,2.00,通,學期,江明璋 專長： 神經科學、細胞分子生物學,中文,全,二(Tue),D3-D4,ES717,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 160 外系： 160 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 自然類,是,
960,DNTN802283,,自然類,普通化學 General Chemistry,2.00,通,學期,管克新 專長： 有機金屬化學,中文,全,一(Mon),D3-D4,ES306,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 自然類,是,
961,DNTN804161,,自然類,科技管理 Management of Technology and Innovation,2.00,通,學期,吳剛鳳 專長： 科技管理,中文,全,四(Thu),D3-D4,ES817,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 120 外系： 120 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 自然類,是,
962,DNTN815961A,,自然類,基礎生物學 Basic Biology,2.00,通,學期,賴金美 專長： 細胞生物學、分子生物學、生物化學,中文,全,五(Fri),D5-D6,ES106,,,,,,,,,否,由賴金美、王琄嬋、周秀慧三位老師合授,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 自然類,是,
963,DNTN831282A,,自然類,生命科學與人類生活 Life Science and Human Life 程,2.00,通,學期,藍清隆 專長： 族群生物學、植物病理學、真菌生物技術,中文,全,一(Mon),D7-D8,SF338,,,,,,,,,否,1.請確定貴系是否排除此課程學群。2.含程式設計課程，於電腦教室上課。,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 60 外系： 60 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 自然類,是,
964,DNTN837622,,自然類,半導體產業與技術概論 Introduction to Semiconductor Industry and Technology,2.00,通,學期,林寬仁 專長： 嵌入式系統設計、VLSI、CAD,中文,全,二(Tue),D7-D8,ES605,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 自然類,否,
965,DNTT800818,,NT歷史與文化,台灣醫療與社會 The Medical Treatment and Society in Taiwan,2.00,通,學期,許峰源 專長： 台灣史、醫療公衛史、中外關係史、海洋文明史,中文,全,一(Mon),D7-D8,LE2A,,,,,,,,,否,請確定貴系是否排除此課程學群。,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 100 外系： 100 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： NT歷史與文化,否,
966,DNTT836053,,NT歷史與文化,科學與社會：歷史脈絡 Science and Society : A History 英-專業,2.00,通,學期,司馬忠 專長： 科學與宗教、生命倫理、分子生物學,全英文,全,五(Fri),D3-D4,ES409,,,,,,,,,否,請確定貴系是否排除此課程學群。,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 35 外系： 35 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： NT歷史與文化,否,
967,DPTA834176,,聽覺藝術,天主教聖樂入門賞析 Introduction to Catholic Sacred Music,2.00,通,學期,洪力行 專長： 天主教聖樂、比較文學、文學與音樂跨藝術研究、教育科技、語言教學,中文,全,一(Mon),D5-D6,ES817,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 人文藝術 學群： 聽覺藝術,是,
968,DPTF800437,,生活藝術,音樂與人生 Music and Life,2.00,通,學期,陳惠齡 專長： 鋼琴、鍵盤和聲、總譜彈奏,中文,全,三(Wed),D3-D4,ES817,,,,,,,,,否,已修過「音樂賞析」者，不得再修讀本課程。請確定貴系是否排除此課程學群。,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 人文藝術 學群： 生活藝術,否,
969,DPTF800760,,生活藝術,現代藝術與生活 Modern Art Appreciation and Application 網,2.00,通,學期,李孟玲 專長： 色彩學、現代藝術、現代水墨與書法造形之應用,中文,全,五(Fri),D7-D8,ES317,,,,,,,,,否,非同步遠距課程。已修過「現代藝術與生活-網」者，不得再修讀本課程。請確定貴系是否排除此課程學群。,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 155 外系： 155 屬性： 可退可加 拒退年級： 不設定,領域： 人文藝術 學群： 生活藝術,否,
970,DPTF800811,,生活藝術,建築設計欣賞及設備介紹 Architecture Appreciation and Utility Introduction,2.00,通,學期,卜建平 專長： 設計基礎,中英文,全,二(Tue),D5-D6,LE103,,,,,,,,,否,請確定貴系是否排除此課程學群。,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 人文藝術 學群： 生活藝術,否,
